USDCAD Curncy,,,S&P 500 Total Return Index,,,S&P/TSX Composite Total Return Index,,,USGG2YR Index,,,USGG12M Index,,,GCAN2YR Index,,,GCAN12M Index,,,CL1 Comdty,,,Spread of Canadian and US 2 Year Rates,,,Spread of Canadian and US 1 Year Rates,1.2659,,XAU Curncy,,,HG1 Comdty,,,US0003M Index,,,GCAN3M Index,,,DXY Curncy,,,DXY Curncy,,,EURUSD Curncy,,,USDJPY Curncy,
Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST
1/8/2015,1.18,,1/8/2015,"3,777.4020",,1/8/2015,"44,099.6900",,1/8/2015,0.6051,,1/8/2015,0.2285,,1/8/2015,0.9800,,1/8/2015,0.9780,,1/8/2015,48.7900,,1/8/2015,-0.3749,,1/8/2015,-0.7495,,1/8/2015,1208.79,,3/27/2015,277.5,,3/20/2015,0.2668,,7/7/2015,0.538,,1/14/2015,92.161,,1/14/2015,92.161,,1/8/2015,1/1/1900,,1/8/2015,119.66
1/9/2015,1.19,,1/9/2015,"3,745.6680",,1/9/2015,"43,877.6300",,1/9/2015,0.5610,,1/9/2015,0.1929,,1/9/2015,0.9480,,1/9/2015,0.9750,,1/9/2015,48.3600,,1/9/2015,-0.3870,,1/9/2015,-0.7821,,1/9/2015,1223.25,,3/30/2015,278.15,,3/23/2015,0.2668,,7/8/2015,0.528,,1/15/2015,92.352,,1/15/2015,92.352,,1/9/2015,1/1/1900,,1/9/2015,118.5
1/12/2015,1.20,,1/12/2015,"3,715.3590",,1/12/2015,"43,511.8600",,1/12/2015,0.5449,,1/12/2015,0.1827,,1/12/2015,0.9220,,1/12/2015,0.9710,,1/12/2015,46.0700,,1/12/2015,-0.3771,,1/12/2015,-0.7883,,1/12/2015,1233.31,,3/31/2015,274,,3/24/2015,0.26935,,7/9/2015,0.53,,1/16/2015,92.52,,1/16/2015,92.52,,1/12/2015,1/1/1900,,1/12/2015,118.35
1/13/2015,1.20,,1/13/2015,"3,706.1530",,1/13/2015,"43,285.6800",,1/13/2015,0.5388,,1/13/2015,0.1827,,1/13/2015,0.9170,,1/13/2015,0.9700,,1/13/2015,45.8900,,1/13/2015,-0.3782,,1/13/2015,-0.7873,,1/13/2015,1230.64,,4/1/2015,274.85,,3/25/2015,0.26855,,7/10/2015,0.548,,1/19/2015,92.52,,1/19/2015,92.52,,1/13/2015,1/1/1900,,1/13/2015,117.93
1/14/2015,1.20,,1/14/2015,"3,684.7230",,1/14/2015,"42,972.9900",,1/14/2015,0.5006,,1/14/2015,0.1624,,1/14/2015,0.8870,,1/14/2015,0.9530,,1/14/2015,48.4800,,1/14/2015,-0.3864,,1/14/2015,-0.7906,,1/14/2015,1228.72,,4/2/2015,273.4,,3/26/2015,0.27305,,7/13/2015,0.576,,1/20/2015,93.046,,1/20/2015,93.046,,1/14/2015,1/1/1900,,1/14/2015,117.33
1/15/2015,1.20,,1/15/2015,"3,650.7370",,1/15/2015,"42,842.9800",,1/15/2015,0.4122,,1/15/2015,0.1472,,1/15/2015,0.8130,,1/15/2015,0.9130,,1/15/2015,46.2500,,1/15/2015,-0.4008,,1/15/2015,-0.7658,,1/15/2015,1262.75,,4/6/2015,271.7,,3/27/2015,0.2754,,7/14/2015,0.565,,1/21/2015,92.904,,1/21/2015,92.904,,1/15/2015,1/1/1900,,1/15/2015,116.17
1/16/2015,1.20,,1/16/2015,"3,699.7890",,1/16/2015,"43,665.5100",,1/16/2015,0.4835,,1/16/2015,0.1573,,1/16/2015,0.8740,,1/16/2015,0.9360,,1/16/2015,48.6900,,1/16/2015,-0.3905,,1/16/2015,-0.7787,,1/16/2015,1280.45,,4/7/2015,276.3,,3/30/2015,0.27415,,7/15/2015,0.421,,1/22/2015,94.077,,1/22/2015,94.077,,1/16/2015,1/1/1900,,1/16/2015,117.51
1/19/2015,1.19,,1/19/2015,"3,699.7890",,1/19/2015,"43,674.9600",,1/19/2015,0.4835,,1/19/2015,0.1573,,1/19/2015,0.8590,,1/19/2015,0.9450,,1/19/2015,48.6900,,1/19/2015,-0.3755,,1/19/2015,-0.7877,,1/19/2015,1275.65,,4/8/2015,273.15,,3/31/2015,0.27075,,7/16/2015,0.406,,1/23/2015,94.762,,1/23/2015,94.762,,1/19/2015,1/1/1900,,1/19/2015,117.56
1/20/2015,1.21,,1/20/2015,"3,705.6450",,1/20/2015,"43,664.7100",,1/20/2015,0.4914,,1/20/2015,0.1573,,1/20/2015,0.8480,,1/20/2015,0.9350,,1/20/2015,46.3900,,1/20/2015,-0.3566,,1/20/2015,-0.7777,,1/20/2015,1295.32,,4/9/2015,272.9,,4/1/2015,0.27075,,7/17/2015,0.403,,1/26/2015,94.802,,1/26/2015,94.802,,1/20/2015,1/1/1900,,1/20/2015,118.82
1/21/2015,1.23,,1/21/2015,"3,723.6240",,1/21/2015,"44,435.0700",,1/21/2015,0.5074,,1/21/2015,0.1573,,1/21/2015,0.5540,,1/21/2015,0.5880,,1/21/2015,47.7800,,1/21/2015,-0.0466,,1/21/2015,-0.4307,,1/21/2015,1293.09,,4/10/2015,273.4,,4/2/2015,0.27375,,7/20/2015,0.404,,1/27/2015,94.022,,1/27/2015,94.022,,1/21/2015,1/1/1900,,1/21/2015,117.97
1/22/2015,1.24,,1/22/2015,"3,780.5090",,1/22/2015,"45,083.2300",,1/22/2015,0.5174,,1/22/2015,0.1573,,1/22/2015,0.5500,,1/22/2015,0.5960,,1/22/2015,46.3100,,1/22/2015,-0.0326,,1/22/2015,-0.4387,,1/22/2015,1302.25,,4/13/2015,271.9,,4/7/2015,0.27375,,7/21/2015,0.42,,1/28/2015,94.467,,1/28/2015,94.467,,1/22/2015,1/1/1900,,1/22/2015,118.49
1/23/2015,1.24,,1/23/2015,"3,759.7590",,1/23/2015,"45,130.3600",,1/23/2015,0.4864,,1/23/2015,0.1472,,1/23/2015,0.5380,,1/23/2015,0.6000,,1/23/2015,45.5900,,1/23/2015,-0.0516,,1/23/2015,-0.4528,,1/23/2015,1294.08,,4/14/2015,270,,4/8/2015,0.2712,,7/22/2015,0.421,,1/29/2015,94.782,,1/29/2015,94.782,,1/23/2015,1/1/1900,,1/23/2015,117.77
1/26/2015,1.25,,1/26/2015,"3,769.4480",,1/26/2015,"45,186.7800",,1/26/2015,0.5107,,1/26/2015,0.1522,,1/26/2015,0.5200,,1/26/2015,0.5890,,1/26/2015,45.1500,,1/26/2015,-0.0093,,1/26/2015,-0.4368,,1/26/2015,1281.4,,4/15/2015,271.25,,4/9/2015,0.2759,,7/23/2015,0.434,,1/30/2015,94.804,,1/30/2015,94.804,,1/26/2015,1/1/1900,,1/26/2015,118.46
1/27/2015,1.24,,1/27/2015,"3,718.9850",,1/27/2015,"45,296.8700",,1/27/2015,0.5105,,1/27/2015,0.1472,,1/27/2015,0.4970,,1/27/2015,0.5470,,1/27/2015,46.2300,,1/27/2015,0.0135,,1/27/2015,-0.3998,,1/27/2015,1292.34,,4/16/2015,277.4,,4/10/2015,0.277,,7/24/2015,0.434,,2/2/2015,94.504,,2/2/2015,94.504,,1/27/2015,1/1/1900,,1/27/2015,117.87
1/28/2015,1.25,,1/28/2015,"3,669.1030",,1/28/2015,"44,605.3500",,1/28/2015,0.4654,,1/28/2015,0.1472,,1/28/2015,0.4390,,1/28/2015,0.5350,,1/28/2015,44.4500,,1/28/2015,0.0264,,1/28/2015,-0.3878,,1/28/2015,1284.49,,4/17/2015,277.4,,4/13/2015,0.2753,,7/27/2015,0.433,,2/3/2015,93.6,,2/3/2015,93.6,,1/28/2015,1/1/1900,,1/28/2015,117.54
1/29/2015,1.26,,1/29/2015,"3,704.3500",,1/29/2015,"44,723.9400",,1/29/2015,0.5158,,1/29/2015,0.1472,,1/29/2015,0.4500,,1/29/2015,0.5360,,1/29/2015,44.5300,,1/29/2015,0.0658,,1/29/2015,-0.3888,,1/29/2015,1257.27,,4/20/2015,273.25,,4/14/2015,0.27555,,7/28/2015,0.425,,2/4/2015,93.986,,2/4/2015,93.986,,1/29/2015,1/1/1900,,1/29/2015,118.29
1/30/2015,1.27,,1/30/2015,"3,656.2840",,1/30/2015,"44,835.9100",,1/30/2015,0.4488,,1/30/2015,0.1370,,1/30/2015,0.3940,,1/30/2015,0.4960,,1/30/2015,48.2400,,1/30/2015,0.0548,,1/30/2015,-0.3590,,1/30/2015,1283.79,,4/21/2015,270.2,,4/15/2015,0.27435,,7/29/2015,0.432,,2/5/2015,93.569,,2/5/2015,93.569,,1/30/2015,1/1/1900,,1/30/2015,117.49
2/2/2015,1.26,,2/2/2015,"3,703.7690",,2/2/2015,"45,529.4800",,2/2/2015,0.4586,,2/2/2015,0.1421,,2/2/2015,0.3940,,2/2/2015,0.4800,,2/2/2015,49.5700,,2/2/2015,0.0646,,2/2/2015,-0.3379,,2/2/2015,1274.41,,4/22/2015,266.55,,4/16/2015,0.2751,,7/30/2015,0.425,,2/6/2015,94.698,,2/6/2015,94.698,,2/2/2015,1/1/1900,,2/2/2015,117.57
2/3/2015,1.24,,2/3/2015,"3,757.3360",,2/3/2015,"46,026.6200",,2/3/2015,0.5079,,2/3/2015,0.1675,,2/3/2015,0.4340,,2/3/2015,0.4870,,2/3/2015,53.0500,,2/3/2015,0.0739,,2/3/2015,-0.3195,,2/3/2015,1260.52,,4/23/2015,269.4,,4/17/2015,0.27575,,7/31/2015,0.403,,2/9/2015,94.449,,2/9/2015,94.449,,2/3/2015,1/1/1900,,2/3/2015,117.57
2/4/2015,1.26,,2/4/2015,"3,742.8400",,2/4/2015,"45,821.1800",,2/4/2015,0.4842,,2/4/2015,0.1929,,2/4/2015,0.3990,,2/4/2015,0.4840,,2/4/2015,48.4500,,2/4/2015,0.0852,,2/4/2015,-0.2911,,2/4/2015,1269.35,,4/24/2015,274.8,,4/20/2015,0.276,,8/3/2015,0.42,,2/10/2015,94.758,,2/10/2015,94.758,,2/4/2015,1/1/1900,,2/4/2015,117.28
2/5/2015,1.24,,2/5/2015,"3,782.1130",,2/5/2015,"46,216.2000",,2/5/2015,0.5198,,2/5/2015,0.1929,,2/5/2015,0.4370,,2/5/2015,0.4870,,2/5/2015,50.4800,,2/5/2015,0.0828,,2/5/2015,-0.2941,,2/5/2015,1264.82,,4/27/2015,277,,4/21/2015,0.27725,,8/4/2015,0.405,,2/11/2015,94.985,,2/11/2015,94.985,,2/5/2015,1/1/1900,,2/5/2015,117.53
2/6/2015,1.25,,2/6/2015,"3,770.1960",,2/6/2015,"46,090.9100",,2/6/2015,0.6435,,2/6/2015,0.2438,,2/6/2015,0.4980,,2/6/2015,0.5100,,2/6/2015,51.6900,,2/6/2015,0.1455,,2/6/2015,-0.2662,,2/6/2015,1234.04,,4/28/2015,278,,4/22/2015,0.2775,,8/5/2015,0.401,,2/12/2015,94.094,,2/12/2015,94.094,,2/6/2015,1/1/1900,,2/6/2015,119.12
2/9/2015,1.25,,2/9/2015,"3,754.3620",,2/9/2015,"46,142.1600",,2/9/2015,0.6517,,2/9/2015,0.2336,,2/9/2015,0.4860,,2/9/2015,0.5110,,2/9/2015,52.8600,,2/9/2015,0.1657,,2/9/2015,-0.2774,,2/9/2015,1239.03,,4/29/2015,279.5,,4/23/2015,0.277,,8/6/2015,0.397,,2/13/2015,94.201,,2/13/2015,94.201,,2/9/2015,1/1/1900,,2/9/2015,118.64
2/10/2015,1.26,,2/10/2015,"3,794.6200",,2/10/2015,"46,179.5400",,2/10/2015,0.6499,,2/10/2015,0.2285,,2/10/2015,0.4290,,2/10/2015,0.4960,,2/10/2015,50.0200,,2/10/2015,0.2209,,2/10/2015,-0.2675,,2/10/2015,1233.55,,4/30/2015,288.65,,4/24/2015,0.279,,8/7/2015,0.394,,2/16/2015,94.201,,2/16/2015,94.201,,2/10/2015,1/1/1900,,2/10/2015,119.43
2/11/2015,1.26,,2/11/2015,"3,795.8200",,2/11/2015,"46,309.9300",,2/11/2015,0.6642,,2/11/2015,0.2285,,2/11/2015,0.4420,,2/11/2015,0.4570,,2/11/2015,48.8400,,2/11/2015,0.2222,,2/11/2015,-0.2285,,2/11/2015,1218.83,,5/1/2015,293.15,,4/27/2015,0.279,,8/10/2015,0.395,,2/17/2015,94.061,,2/17/2015,94.061,,2/11/2015,1/1/1900,,2/11/2015,120.46
2/12/2015,1.25,,2/12/2015,"3,833.3540",,2/12/2015,"46,548.3500",,2/12/2015,0.6242,,2/12/2015,0.2234,,2/12/2015,0.4170,,2/12/2015,0.4640,,2/12/2015,51.2100,,2/12/2015,0.2072,,2/12/2015,-0.2406,,2/12/2015,1221.98,,5/4/2015,292.4,,4/28/2015,0.27815,,8/11/2015,0.395,,2/18/2015,94.198,,2/18/2015,94.198,,2/12/2015,1/1/1900,,2/12/2015,119.11
2/13/2015,1.24,,2/13/2015,"3,849.2860",,2/13/2015,"46,660.0100",,2/13/2015,0.6411,,2/13/2015,0.2183,,2/13/2015,0.4310,,2/13/2015,0.4750,,2/13/2015,52.7800,,2/13/2015,0.2101,,2/13/2015,-0.2567,,2/13/2015,1229.76,,5/5/2015,294,,4/29/2015,0.27815,,8/12/2015,0.399,,2/19/2015,94.404,,2/19/2015,94.404,,2/13/2015,1/1/1900,,2/13/2015,118.75
2/16/2015,1.25,,2/16/2015,"3,849.2860",,2/16/2015,"46,660.0100",,2/16/2015,0.6411,,2/16/2015,0.2183,,2/16/2015,0.4310,,2/16/2015,0.4800,,2/16/2015,52.7800,,2/16/2015,0.2101,,2/16/2015,-0.2617,,2/16/2015,1232.55,,5/6/2015,293.25,,4/30/2015,0.27875,,8/13/2015,0.399,,2/20/2015,94.253,,2/20/2015,94.253,,2/16/2015,1/1/1900,,2/16/2015,118.48
2/17/2015,1.24,,2/17/2015,"3,856.0420",,2/17/2015,"46,721.0300",,2/17/2015,0.6615,,2/17/2015,0.2183,,2/17/2015,0.4560,,2/17/2015,0.4660,,2/17/2015,53.5300,,2/17/2015,0.2055,,2/17/2015,-0.2477,,2/17/2015,1209.89,,5/7/2015,292.6,,5/1/2015,0.27975,,8/14/2015,0.399,,2/23/2015,94.569,,2/23/2015,94.569,,2/17/2015,1/1/1900,,2/17/2015,119.25
2/18/2015,1.25,,2/18/2015,"3,854.9960",,2/18/2015,"46,502.1900",,2/18/2015,0.5970,,2/18/2015,0.1980,,2/18/2015,0.4260,,2/18/2015,0.4550,,2/18/2015,52.1400,,2/18/2015,0.1710,,2/18/2015,-0.2570,,2/18/2015,1212.42,,5/8/2015,293.1,,5/5/2015,0.2759,,8/17/2015,0.4,,2/24/2015,94.493,,2/24/2015,94.493,,2/18/2015,1/1/1900,,2/18/2015,118.79
2/19/2015,1.25,,2/19/2015,"3,851.5260",,2/19/2015,"46,407.5300",,2/19/2015,0.6174,,2/19/2015,0.2082,,2/19/2015,0.4310,,2/19/2015,0.4440,,2/19/2015,51.1600,,2/19/2015,0.1864,,2/19/2015,-0.2358,,2/19/2015,1206.84,,5/11/2015,291.75,,5/6/2015,0.276,,8/18/2015,0.393,,2/25/2015,94.213,,2/25/2015,94.213,,2/19/2015,1/1/1900,,2/19/2015,118.95
2/20/2015,1.25,,2/20/2015,"3,875.6010",,2/20/2015,"46,384.4900",,2/20/2015,0.6321,,2/20/2015,0.2082,,2/20/2015,0.4000,,2/20/2015,0.4070,,2/20/2015,50.3400,,2/20/2015,0.2321,,2/20/2015,-0.1988,,2/20/2015,1201.94,,5/12/2015,295.05,,5/7/2015,0.27885,,8/19/2015,0.389,,2/26/2015,95.292,,2/26/2015,95.292,,2/20/2015,1/1/1900,,2/20/2015,119.03
2/23/2015,1.26,,2/23/2015,"3,874.4580",,2/23/2015,"46,484.6900",,2/23/2015,0.6017,,2/23/2015,0.2031,,2/23/2015,0.3860,,2/23/2015,0.4070,,2/23/2015,49.4500,,2/23/2015,0.2157,,2/23/2015,-0.2039,,2/23/2015,1201.83,,5/13/2015,295,,5/8/2015,0.27985,,8/20/2015,0.385,,2/27/2015,95.293,,2/27/2015,95.293,,2/23/2015,1/1/1900,,2/23/2015,118.81
2/24/2015,1.25,,2/24/2015,"3,885.2750",,2/24/2015,"46,377.4100",,2/24/2015,0.5529,,2/24/2015,0.1827,,2/24/2015,0.4700,,2/24/2015,0.5110,,2/24/2015,49.2800,,2/24/2015,0.0829,,2/24/2015,-0.3283,,2/24/2015,1200.53,,5/14/2015,294.6,,5/11/2015,0.2766,,8/21/2015,0.386,,3/2/2015,95.462,,3/2/2015,95.462,,2/24/2015,1/1/1900,,2/24/2015,118.97
2/25/2015,1.24,,2/25/2015,"3,882.9450",,2/25/2015,"46,594.5500",,2/25/2015,0.6026,,2/25/2015,0.1827,,2/25/2015,0.4750,,2/25/2015,0.5320,,2/25/2015,50.9900,,2/25/2015,0.1276,,2/25/2015,-0.3493,,2/25/2015,1205,,5/15/2015,294.9,,5/12/2015,0.275,,8/24/2015,0.37,,3/3/2015,95.383,,3/3/2015,95.383,,2/25/2015,1/1/1900,,2/25/2015,118.86
2/26/2015,1.25,,2/26/2015,"3,877.8520",,2/26/2015,"46,637.1200",,2/26/2015,0.6461,,2/26/2015,0.1980,,2/26/2015,0.5060,,2/26/2015,0.5780,,2/26/2015,48.1700,,2/26/2015,0.1401,,2/26/2015,-0.3800,,2/26/2015,1209.49,,5/18/2015,293,,5/13/2015,0.2739,,8/25/2015,0.378,,3/4/2015,95.965,,3/4/2015,95.965,,2/26/2015,1/1/1900,,2/26/2015,119.41
2/27/2015,1.25,,2/27/2015,"3,866.4170",,2/27/2015,"46,619.7300",,2/27/2015,0.6184,,2/27/2015,0.1878,,2/27/2015,0.4720,,2/27/2015,0.5680,,2/27/2015,49.7600,,2/27/2015,0.1464,,2/27/2015,-0.3802,,2/27/2015,1213.18,,5/19/2015,286.15,,5/14/2015,0.276,,8/26/2015,0.38,,3/5/2015,96.378,,3/5/2015,96.378,,2/27/2015,1/1/1900,,2/27/2015,119.63
3/2/2015,1.25,,3/2/2015,"3,890.3250",,3/2/2015,"46,720.5800",,3/2/2015,0.6621,,3/2/2015,0.1929,,3/2/2015,0.4910,,3/2/2015,0.5610,,3/2/2015,49.5900,,3/2/2015,0.1711,,3/2/2015,-0.3681,,3/2/2015,1206.83,,5/20/2015,285.15,,5/15/2015,0.2765,,8/27/2015,0.369,,3/6/2015,97.615,,3/6/2015,97.615,,3/2/2015,1/1/1900,,3/2/2015,120.13
3/3/2015,1.25,,3/3/2015,"3,872.7150",,3/3/2015,"46,323.9600",,3/3/2015,0.6782,,3/3/2015,0.2132,,3/3/2015,0.5000,,3/3/2015,0.5610,,3/3/2015,50.5200,,3/3/2015,0.1782,,3/3/2015,-0.3478,,3/3/2015,1203.74,,5/21/2015,287.1,,5/18/2015,0.276,,8/28/2015,0.369,,3/9/2015,97.588,,3/9/2015,97.588,,3/3/2015,1/1/1900,,3/3/2015,119.73
3/4/2015,1.24,,3/4/2015,"3,856.5060",,3/4/2015,"46,168.5200",,3/4/2015,0.6546,,3/4/2015,0.2393,,3/4/2015,0.6100,,3/4/2015,0.6340,,3/4/2015,51.5300,,3/4/2015,0.0446,,3/4/2015,-0.3947,,3/4/2015,1200.34,,5/22/2015,283.35,,5/19/2015,0.281,,8/31/2015,0.369,,3/10/2015,98.618,,3/10/2015,98.618,,3/4/2015,1/1/1900,,3/4/2015,119.68
3/5/2015,1.25,,3/5/2015,"3,861.2920",,3/5/2015,"46,230.5500",,3/5/2015,0.6389,,3/5/2015,0.2291,,3/5/2015,0.6210,,3/5/2015,0.6480,,3/5/2015,50.7600,,3/5/2015,0.0179,,3/5/2015,-0.4189,,3/5/2015,1198.4,,5/26/2015,285.35,,5/20/2015,0.2835,,9/1/2015,0.365,,3/11/2015,99.795,,3/11/2015,99.795,,3/5/2015,1/1/1900,,3/5/2015,120.13
3/6/2015,1.26,,3/6/2015,"3,807.0420",,3/6/2015,"45,779.0100",,3/6/2015,0.7234,,3/6/2015,0.2597,,3/6/2015,0.6270,,3/6/2015,0.6550,,3/6/2015,49.6100,,3/6/2015,0.0964,,3/6/2015,-0.3953,,3/6/2015,1167.29,,5/27/2015,281.6,,5/21/2015,0.282,,9/2/2015,0.365,,3/12/2015,99.435,,3/12/2015,99.435,,3/6/2015,1/1/1900,,3/6/2015,120.83
3/9/2015,1.26,,3/9/2015,"3,822.4200",,3/9/2015,"45,485.2600",,3/9/2015,0.6917,,3/9/2015,0.2393,,3/9/2015,0.6010,,3/9/2015,0.6380,,3/9/2015,50.0000,,3/9/2015,0.0907,,3/9/2015,-0.3987,,3/9/2015,1167.21,,5/28/2015,276.75,,5/22/2015,0.2845,,9/3/2015,0.365,,3/13/2015,100.33,,3/13/2015,100.33,,3/9/2015,1/1/1900,,3/9/2015,121.15
3/10/2015,1.27,,3/10/2015,"3,757.8320",,3/10/2015,"44,836.0700",,3/10/2015,0.6799,,3/10/2015,0.2291,,3/10/2015,0.5880,,3/10/2015,0.6300,,3/10/2015,48.2900,,3/10/2015,0.0919,,3/10/2015,-0.4009,,3/10/2015,1161.84,,5/29/2015,272.8,,5/26/2015,0.28585,,9/4/2015,0.369,,3/16/2015,99.604,,3/16/2015,99.604,,3/10/2015,1/1/1900,,3/10/2015,121.13
3/11/2015,1.28,,3/11/2015,"3,751.2050",,3/11/2015,"45,154.6300",,3/11/2015,0.6802,,3/11/2015,0.2342,,3/11/2015,0.5850,,3/11/2015,0.6290,,3/11/2015,48.1700,,3/11/2015,0.0952,,3/11/2015,-0.3948,,3/11/2015,1155.31,,6/1/2015,272,,5/27/2015,0.2835,,9/7/2015,0.387,,3/17/2015,99.585,,3/17/2015,99.585,,3/11/2015,1/1/1900,,3/11/2015,121.45
3/12/2015,1.27,,3/12/2015,"3,799.4330",,3/12/2015,"45,275.1200",,3/12/2015,0.6644,,3/12/2015,0.2342,,3/12/2015,0.5750,,3/12/2015,0.6180,,3/12/2015,47.0500,,3/12/2015,0.0894,,3/12/2015,-0.3838,,3/12/2015,1153.73,,6/2/2015,273.6,,5/28/2015,0.28275,,9/8/2015,0.374,,3/18/2015,98.55,,3/18/2015,98.55,,3/12/2015,1/1/1900,,3/12/2015,121.29
3/13/2015,1.28,,3/13/2015,"3,776.4370",,3/13/2015,"45,157.3900",,3/13/2015,0.6570,,3/13/2015,0.2342,,3/13/2015,0.5540,,3/13/2015,0.6000,,3/13/2015,44.8400,,3/13/2015,0.1030,,3/13/2015,-0.3658,,3/13/2015,1158.48,,6/3/2015,272.65,,5/29/2015,0.28375,,9/9/2015,0.384,,3/19/2015,99.26,,3/19/2015,99.26,,3/13/2015,1/1/1900,,3/13/2015,121.4
3/16/2015,1.28,,3/16/2015,"3,827.6150",,3/16/2015,"45,560.2000",,3/16/2015,0.6491,,3/16/2015,0.2393,,3/16/2015,0.5330,,3/16/2015,0.5800,,3/16/2015,43.8800,,3/16/2015,0.1161,,3/16/2015,-0.3407,,3/16/2015,1154.81,,6/4/2015,268.7,,6/1/2015,0.2825,,9/10/2015,0.384,,3/20/2015,97.909,,3/20/2015,97.909,,3/16/2015,1/1/1900,,3/16/2015,121.34
3/17/2015,1.28,,3/17/2015,"3,814.9120",,3/17/2015,"45,671.0400",,3/17/2015,0.6716,,3/17/2015,0.2546,,3/17/2015,0.5400,,3/17/2015,0.5810,,3/17/2015,43.4600,,3/17/2015,0.1316,,3/17/2015,-0.3264,,3/17/2015,1149.57,,6/5/2015,269.25,,6/2/2015,0.2787,,9/11/2015,0.384,,3/23/2015,97.033,,3/23/2015,97.033,,3/17/2015,1/1/1900,,3/17/2015,121.37
3/18/2015,1.26,,3/18/2015,"3,861.3890",,3/18/2015,"45,866.7500",,3/18/2015,0.5525,,3/18/2015,0.1934,,3/18/2015,0.4850,,3/18/2015,0.5560,,3/18/2015,44.6600,,3/18/2015,0.0675,,3/18/2015,-0.3626,,3/18/2015,1167.61,,6/8/2015,269.65,,6/3/2015,0.2792,,9/14/2015,0.385,,3/24/2015,97.193,,3/24/2015,97.193,,3/18/2015,1/1/1900,,3/18/2015,120.11
3/19/2015,1.27,,3/19/2015,"3,842.6220",,3/19/2015,"45,598.3200",,3/19/2015,0.6092,,3/19/2015,0.2393,,3/19/2015,0.4750,,3/19/2015,0.5460,,3/19/2015,43.9600,,3/19/2015,0.1342,,3/19/2015,-0.3067,,3/19/2015,1171.18,,6/9/2015,271.4,,6/4/2015,0.2789,,9/15/2015,0.401,,3/25/2015,96.979,,3/25/2015,96.979,,3/19/2015,1/1/1900,,3/19/2015,120.78
3/20/2015,1.26,,3/20/2015,"3,877.2550",,3/20/2015,"45,808.2600",,3/20/2015,0.5812,,3/20/2015,0.2138,,3/20/2015,0.4550,,3/20/2015,0.5260,,3/20/2015,45.7200,,3/20/2015,0.1262,,3/20/2015,-0.3122,,3/20/2015,1182.54,,6/10/2015,274.7,,6/5/2015,0.2812,,9/16/2015,0.405,,3/26/2015,97.436,,3/26/2015,97.436,,3/20/2015,1/1/1900,,3/20/2015,120.04
3/23/2015,1.25,,3/23/2015,"3,870.4920",,3/23/2015,"45,855.7100",,3/23/2015,0.5691,,3/23/2015,0.2138,,3/23/2015,0.4560,,3/23/2015,0.5250,,3/23/2015,47.4500,,3/23/2015,0.1131,,3/23/2015,-0.3112,,3/23/2015,1189.54,,6/11/2015,266.9,,6/8/2015,0.2822,,9/17/2015,0.406,,3/27/2015,97.291,,3/27/2015,97.291,,3/23/2015,1/1/1900,,3/23/2015,119.73
3/24/2015,1.25,,3/24/2015,"3,847.0540",,3/24/2015,"46,236.4800",,3/24/2015,0.5570,,3/24/2015,0.2138,,3/24/2015,0.4670,,3/24/2015,0.5470,,3/24/2015,47.5100,,3/24/2015,0.0900,,3/24/2015,-0.3332,,3/24/2015,1193.28,,6/12/2015,267.8,,6/9/2015,0.2855,,9/18/2015,0.406,,3/30/2015,97.975,,3/30/2015,97.975,,3/24/2015,1/1/1900,,3/24/2015,119.76
3/25/2015,1.25,,3/25/2015,"3,791.1250",,3/25/2015,"45,783.0000",,3/25/2015,0.6023,,3/25/2015,0.2342,,3/25/2015,0.5070,,3/25/2015,0.5520,,3/25/2015,49.2100,,3/25/2015,0.0953,,3/25/2015,-0.3178,,3/25/2015,1195.47,,6/15/2015,264.7,,6/10/2015,0.28785,,9/21/2015,0.403,,3/31/2015,98.357,,3/31/2015,98.357,,3/25/2015,1/1/1900,,3/25/2015,119.49
3/26/2015,1.25,,3/26/2015,"3,782.2120",,3/26/2015,"45,604.3300",,3/26/2015,0.6102,,3/26/2015,0.2546,,3/26/2015,0.5890,,3/26/2015,0.6140,,3/26/2015,51.4300,,3/26/2015,0.0212,,3/26/2015,-0.3594,,3/26/2015,1204.81,,6/16/2015,261.55,,6/11/2015,0.28585,,9/22/2015,0.408,,4/1/2015,98.185,,4/1/2015,98.185,,3/26/2015,1/1/1900,,3/26/2015,119.19
3/27/2015,1.26,,3/27/2015,"3,791.8990",,3/27/2015,"45,466.4700",,3/27/2015,0.5944,,3/27/2015,0.2393,,3/27/2015,0.5290,,3/27/2015,0.5750,,3/27/2015,48.8700,,3/27/2015,0.0654,,3/27/2015,-0.3357,,3/27/2015,1198.55,,6/17/2015,260.4,,6/12/2015,0.28605,,9/23/2015,0.428,,4/2/2015,97.436,,4/2/2015,97.436,,3/27/2015,1/1/1900,,3/27/2015,119.13
