,USDCAD Curncy,S&P 500 Total Return Index,S&P/TSX Composite Total Return Index,USGG2YR Index,USGG12M Index,GCAN2YR Index,GCAN12M Index,CL1 Comdty,XAU Curncy,HG1 Comdty,US0003M Index,GCAN3M Index,DXY Curncy,USDJPY Curncy
2009-09-25,1.091,1711.531,29365.12,0.9842,0.3996,1.28,0.538,66.02,990.9,273.1,0.2825,0.254,76.812,89.64
2009-09-28,1.0846,1742.317,29720.3,0.9684,0.3803,1.278,0.543,66.84,990.98,271.4,0.2825,0.253,77.051,89.63
2009-09-29,1.0846,1738.476,29867.99,0.9921,0.3864,1.282,0.554,66.71,992.3,272.9,0.28969,0.31,77.124,90.09
2009-09-30,1.0695,1732.859,29867.9,0.9446,0.3803,1.269,0.58,70.61,1007.7,281.9,0.28688,0.308,76.653,89.71
2009-10-01,1.0839,1688.236,29033.48,0.8654,0.3354,1.212,0.575,70.82,999.15,273.7,0.28438,0.233,77.188,89.61
2009-10-02,1.0797,1680.705,28748.1,0.8648,0.3395,1.189,0.556,69.95,1002.75,268.15,0.28406,0.307,77.003,89.81
2009-10-05,1.0697,1705.733,29126.62,0.8726,0.3364,1.179,0.554,70.41,1017.3,272.7,0.28406,0.301,76.642,89.54
2009-10-06,1.0594,1729.144,29507.94,0.9043,0.3385,1.252,0.563,70.88,1042.1,278.45,0.28406,0.302,76.335,88.83
2009-10-07,1.0612,1734.744,29776.65,0.8563,0.315,1.24,0.567,69.57,1044.05,277.95,0.28438,0.302,76.494,88.61
2009-10-08,1.0518,1747.704,30129.87,0.88,0.3191,1.333,0.593,71.69,1055.11,289.85,0.28438,0.219,75.966,88.39
2009-10-09,1.0422,1757.604,30005.02,0.9597,0.3456,1.702,0.635,71.77,1049.25,283.8,0.28438,0.302,76.431,89.79
2009-10-12,1.0348,1765.313,30005.02,0.9597,0.3445,1.71,0.671,73.27,1057.03,285.7,0.28438,0.324,76.126,89.83
2009-10-13,1.0319,1760.51,29945.29,0.9033,0.3232,1.66,0.651,74.15,1064.2,279.45,0.28438,0.3,75.976,89.71
2009-10-14,1.0236,1791.47,30259.26,0.9112,0.316,1.702,0.665,75.18,1062.25,284.45,0.28406,0.326,75.551,89.45
2009-10-15,1.0338,1798.911,30185.87,0.9434,0.3181,1.684,0.662,77.58,1050.4,285.9,0.28406,0.321,75.481,90.56
2009-10-16,1.037,1784.351,30186.51,0.9513,0.3231,1.602,0.65,78.53,1053.55,284.55,0.28406,0.309,75.597,90.89
2009-10-19,1.0284,1801.125,30274.75,0.9593,0.3364,1.622,0.646,79.61,1064.2,296.65,0.28338,0.308,75.51,90.55
2009-10-20,1.0495,1789.928,30275.67,0.9186,0.318,1.5,0.599,79.09,1055.03,293.2,0.28313,0.302,75.565,90.78
2009-10-21,1.0429,1774.334,30024.1,0.951,0.3742,1.511,0.604,81.37,1058.9,303.6,0.28344,0.301,74.972,90.97
2009-10-22,1.0475,1793.337,30281.21,0.9347,0.364,1.498,0.596,81.19,1060,299.8,0.28219,0.308,75.094,91.3
2009-10-23,1.0538,1771.502,29884.5,0.9999,0.3905,1.523,0.613,80.5,1055.45,303.45,0.28188,0.309,75.468,92.06
2009-10-26,1.069,1750.754,29497.88,1.0246,0.3976,1.535,0.616,78.68,1038.65,301.1,0.28063,0.311,76.061,92.19
2009-10-27,1.0647,1744.953,29021.75,0.926,0.3792,1.483,0.634,79.55,1040,299.9,0.28063,0.301,76.135,91.8
2009-10-28,1.0811,1711.087,28382.58,0.9366,0.3639,1.439,0.53,77.46,1028.1,293.05,0.28063,0.323,76.425,90.76
2009-10-29,1.0665,1749.763,29092.25,0.9762,0.3711,1.471,0.628,79.87,1046.95,302.95,0.28063,0.319,75.917,91.41
2009-10-30,1.0848,1700.668,28660.23,0.8891,0.3466,1.39,0.528,77,1045.45,295.55,0.28063,0.309,76.3,90.09
2009-11-02,1.0767,1711.652,28575.11,0.9127,0.3558,1.407,0.588,78.13,1059.5,294.5,0.27938,0.309,76.29,90.21
2009-11-03,1.0661,1715.812,28962.71,0.9126,0.3446,1.405,0.496,79.6,1084.23,295.6,0.27813,0.238,76.386,90.34
2009-11-04,1.0628,1718.206,29092.07,0.8966,0.3283,1.41,0.598,80.4,1092.05,299.3,0.2775,0.308,75.643,90.73
2009-11-05,1.0651,1751.445,29380.31,0.8726,0.314,1.424,0.586,79.62,1090.35,295.7,0.27531,0.234,75.741,90.71
2009-11-06,1.0753,1756.067,29564.27,0.8401,0.3028,1.411,0.582,77.43,1095.2,295.25,0.27406,0.309,75.819,89.88
2009-11-09,1.0553,1795.558,30186.03,0.8479,0.3028,1.407,0.563,79.43,1104.1,296.75,0.2725,0.309,75.026,89.93
2009-11-10,1.0495,1795.903,30029.58,0.8234,0.2936,1.406,0.562,79.05,1105.85,296.15,0.2725,0.303,75.021,89.81
2009-11-11,1.0449,1804.928,30063.75,0.8232,0.2926,1.407,0.564,79.28,1117.3,296.6,0.2725,0.225,75.162,89.87
2009-11-12,1.0557,1786.661,29860.06,0.8071,0.2845,1.396,0.558,76.94,1103.6,294.75,0.2725,0.226,75.596,90.37
2009-11-13,1.0516,1796.931,29988.44,0.8063,0.2875,1.391,0.544,76.35,1118.65,297.25,0.2725,0.292,75.334,89.66
2009-11-16,1.0475,1823.291,30263.37,0.7658,0.2722,1.346,0.533,78.9,1139.3,310.35,0.27125,0.293,74.894,89.06
2009-11-17,1.051,1825.184,30573.52,0.7574,0.2641,1.313,0.522,79.14,1141.38,310.85,0.27031,0.293,75.369,89.25
2009-11-18,1.0547,1824.609,30646.06,0.7409,0.2845,1.316,0.519,79.58,1145.6,311.05,0.26906,0.292,75.185,89.32
2009-11-19,1.0637,1800.117,30510.34,0.7001,0.257,1.269,0.504,77.46,1144.6,308.1,0.26656,0.289,75.293,88.98
2009-11-20,1.0706,1794.645,30455.57,0.7232,0.2621,1.25,0.497,76.72,1150.6,310.8,0.26219,0.288,75.656,88.89
2009-11-23,1.0556,1819.173,30578.81,0.7228,0.2774,1.25,0.496,77.56,1166,313.55,0.26188,0.292,75.085,88.97
2009-11-24,1.058,1818.315,30356.83,0.7263,0.257,1.194,0.485,76.02,1169.41,311.35,0.26063,0.209,75.068,88.5
2009-11-25,1.0453,1826.742,30613.16,0.7421,0.2438,1.158,0.523,77.96,1191.66,316.5,0.25563,0.319,74.269,87.35
2009-11-26,1.0589,1826.742,30102.9,0.7421,0.2438,1.118,0.493,77.96,1193.06,#N/A,0.25438,0.313,74.826,86.59
2009-11-27,1.0618,1795.695,30178.72,0.6791,0.2316,1.12,0.499,76.05,1177.63,309.35,0.25563,0.317,74.996,86.53
2009-11-30,1.0563,1802.68,30137.61,0.6632,0.2417,1.101,0.483,77.28,1179.63,314.85,0.25656,0.31,74.879,86.41
2009-12-01,1.0462,1824.541,30824.46,0.671,0.2366,1.099,0.508,78.37,1196.51,320.35,0.25531,0.318,74.365,86.68
2009-12-02,1.0511,1825.398,31016.09,0.7183,0.257,1.124,0.496,76.6,1215.85,323.15,0.255,0.31,74.669,87.39
2009-12-03,1.0574,1810.126,30639.81,0.7183,0.257,1.13,0.514,76.46,1207.45,321.95,0.25531,0.309,74.631,88.26
2009-12-04,1.058,1820.107,30308.77,0.8297,0.3252,1.269,0.579,75.47,1161.43,321.35,0.25656,0.312,75.911,90.56
2009-12-07,1.0513,1815.697,30253.02,0.758,0.2824,1.233,0.579,73.93,1158.1,318.5,0.25656,0.319,75.767,89.51
2009-12-08,1.0638,1797.306,29941.8,0.7181,0.2621,1.202,0.561,72.62,1128.4,313.95,0.25594,0.315,76.31,88.43
2009-12-09,1.0546,1804.099,29976.96,0.742,0.2743,1.204,0.559,70.67,1128.6,309.8,0.25519,0.346,76.038,87.87
2009-12-10,1.0516,1814.814,30203.08,0.766,0.2895,1.222,0.561,70.54,1131.03,307.95,0.25425,0.339,76.045,88.2
2009-12-11,1.0601,1821.803,30107.06,0.7982,0.3079,1.242,0.569,69.87,1115.38,311,0.25363,0.336,76.573,89.1
2009-12-14,1.0588,1834.553,30427.98,0.8467,0.3231,1.261,0.587,69.51,1126.78,313,0.25375,0.345,76.352,88.62
2009-12-15,1.0612,1824.366,30416.28,0.8468,0.3537,1.292,0.601,70.69,1125.1,312.1,0.25344,0.307,76.961,89.61
2009-12-16,1.0613,1826.452,30669.34,0.8308,0.3742,1.321,0.599,72.66,1137.9,318.6,0.25375,0.307,76.995,89.78
2009-12-17,1.0711,1804.961,30245.21,0.75,0.3334,1.29,0.601,72.65,1098.9,311.05,0.25338,0.312,77.694,89.97
2009-12-18,1.0664,1815.495,30221.2,0.7906,0.3436,1.306,0.597,73.36,1113.2,312.1,0.25125,0.307,77.821,90.5
2009-12-21,1.0622,1834.594,30461.96,0.8558,0.3803,1.359,0.606,72.47,1093.45,314.05,0.24875,0.309,78.037,91.17
2009-12-22,1.0574,1841.175,30659.57,0.9049,0.3945,1.394,0.625,74.4,1083.9,312,0.24875,0.302,78.25,91.84
2009-12-23,1.0487,1845.804,30749.12,0.9215,0.3925,1.369,0.66,76.67,1087.65,318.45,0.25063,0.34,77.897,91.64
2009-12-24,1.0497,1855.501,31002.07,0.9637,0.4047,1.393,0.66,78.05,1105.5,327.1,0.25063,0.34,77.734,91.54
2009-12-25,1.0499,1855.501,31002.07,0.964,0.4017,1.395,0.66,78.05,1105.45,#N/A,#N/A,0.395,#N/A,91.3
2009-12-28,1.0429,1857.888,31002.07,1.0387,0.4424,1.391,0.66,78.77,1107.1,331.65,#N/A,0.358,77.633,91.63
2009-12-29,1.0434,1855.609,30890.21,1.0792,0.4271,1.446,0.711,78.87,1096.83,329.6,0.25063,0.337,77.831,92
2009-12-30,1.0553,1856.141,30931.73,1.0792,0.4067,1.436,0.749,79.28,1092.9,334.5,0.25063,0.361,77.914,92.44
2009-12-31,1.0532,1837.499,31019.4,1.1354,0.4353,1.475,0.726,79.36,1096.98,334.65,0.25063,0.339,77.86,93.03
2010-01-01,1.0528,1837.499,31019.4,1.1356,0.4353,1.472,0.752,79.36,1097.35,#N/A,#N/A,0.398,#N/A,93.04
2010-01-04,1.0416,1867.063,31350.96,1.0638,0.3996,1.459,0.728,81.51,1121.28,340.6,0.25438,0.341,77.525,92.51
2010-01-05,1.039,1872.896,31406.92,1.008,0.369,1.39,0.689,81.77,1118.05,341.35,0.2525,0.336,77.619,91.72
2010-01-06,1.0324,1874.729,31556.49,0.992,0.3558,1.391,0.677,83.18,1138.25,349.45,0.25,0.329,77.493,92.32
2010-01-07,1.0347,1882.344,31406.26,1.024,0.3639,1.385,0.661,82.66,1131.75,342.7,0.24938,0.304,77.913,93.37
2010-01-08,1.0298,1887.766,31581.47,0.9759,0.3252,1.311,0.64,82.75,1138.23,340.05,0.25125,0.276,77.471,92.66
2010-01-11,1.0335,1891.056,31563.76,0.9357,0.2977,1.291,0.62,82.52,1151.85,344.1,0.25125,0.271,77.005,92.09
2010-01-12,1.0388,1873.32,31228.66,0.9034,0.2926,1.269,0.603,80.79,1128.48,334.95,0.25125,0.272,76.954,90.98
2010-01-13,1.0309,1889.095,31318.84,0.9597,0.3538,1.328,0.601,79.65,1138.18,340,0.25125,0.287,76.846,91.37
2010-01-14,1.0234,1893.723,31189.16,0.9193,0.3324,1.322,0.6,79.39,1142.75,338.75,0.25125,0.268,76.732,91.21
2010-01-15,1.0291,1873.297,30879.87,0.8621,0.313,1.286,0.598,78,1130.93,336.6,0.25125,0.286,77.323,90.77
2010-01-18,1.0261,1873.297,31052.1,0.8619,0.3099,1.274,0.63,78,1134.1,#N/A,0.24875,0.268,77.064,90.79
2010-01-19,1.0314,1896.718,31086.87,0.8862,0.3048,1.269,0.586,79.02,1138.35,344.7,0.249,0.258,77.5,91.15
2010-01-20,1.0464,1876.898,30866.21,0.8698,0.3038,1.206,0.605,77.62,1111.3,335.5,0.24888,0.232,78.338,91.24
2010-01-21,1.0524,1841.386,30311.46,0.829,0.2794,1.189,0.575,76.08,1094.05,329.5,0.24888,0.223,78.32,90.43
2010-01-22,1.0578,1800.612,29996.42,0.7875,0.2743,1.173,0.56,74.54,1093.23,334.7,0.24906,0.222,78.277,89.82
2010-01-25,1.0577,1808.93,30025.74,0.8117,0.2824,1.185,0.56,75.26,1098.4,339.3,0.24875,0.236,78.19,90.28
2010-01-26,1.0627,1801.344,30043.4,0.8033,0.2845,1.169,0.55,74.71,1097.65,333.95,0.24875,0.234,78.432,89.65
2010-01-27,1.0642,1810.21,30009.41,0.9146,0.3048,1.216,0.551,73.67,1087.95,322.25,0.24875,0.233,78.675,90.01
2010-01-28,1.0663,1788.972,29836.61,0.8592,0.2784,1.188,0.547,73.64,1086.95,309.8,0.24875,0.237,78.904,89.92
2010-01-29,1.0704,1771.398,29360.52,0.8118,0.2743,1.187,0.548,72.89,1081.2,305.25,0.24906,0.224,79.462,90.27
2010-02-01,1.0606,1796.668,29951.33,0.8512,0.2977,1.336,0.554,74.43,1105.55,308.35,0.24906,0.236,79.242,90.61
2010-02-02,1.057,1819.991,30191.6,0.8512,0.2875,1.291,0.551,77.23,1114.45,308.95,0.25031,0.233,79.014,90.38
2010-02-03,1.0626,1810.636,30145.41,0.875,0.3048,1.331,0.564,76.98,1109.8,297.35,0.24906,0.23,79.372,90.98
2010-02-04,1.0744,1754.297,29453.36,0.8035,0.2783,1.284,0.55,73.14,1063.53,287.9,0.24875,0.242,79.916,89.06
2010-02-05,1.0716,1759.381,29703.09,0.7633,0.2743,1.257,0.532,71.19,1066.25,285.75,0.24969,0.23,80.441,89.25
2010-02-08,1.0758,1744.373,29418.49,0.7632,0.2783,1.256,0.534,71.89,1062.85,291.3,0.25,0.235,80.302,89.26
2010-02-09,1.0656,1767.179,29839.44,0.827,0.2977,1.28,0.542,73.75,1078.1,298.7,0.25,0.236,79.863,89.7
2010-02-10,1.0621,1763.691,29876.93,0.875,0.3589,1.339,0.568,74.52,1072.1,298.9,0.25,0.238,80.028,89.94
2010-02-11,1.0499,1781.009,30271.78,0.8669,0.3538,1.375,0.59,75.28,1095.47,313.35,0.25,0.236,79.994,89.77
2010-02-12,1.0503,1776.502,30362.62,0.8265,0.3334,1.341,0.593,74.13,1097.1,308.25,0.25,0.234,80.218,89.96
2010-02-15,1.0493,1776.502,30362.62,0.8265,0.3344,1.341,0.59,74.13,1100.9,#N/A,0.25,0.262,80.332,90.02
2010-02-16,1.0431,1808.725,30675.27,0.8022,0.3232,1.324,0.569,77.01,1119.4,322.15,0.25,0.219,79.7,90.14
2010-02-17,1.0464,1816.702,30806.16,0.8426,0.3354,1.344,0.628,77.33,1106.85,323.95,0.25063,0.237,80.376,91.26
2010-02-18,1.0471,1828.811,30963.97,0.9236,0.3813,1.38,0.637,79.06,1109,328.55,0.25125,0.24,80.398,91.81
2010-02-19,1.0391,1833.091,31003.04,0.9157,0.3588,1.398,0.648,79.81,1119.2,335.7,0.25194,0.226,80.643,91.52
2010-02-22,1.043,1831.205,30816.02,0.8831,0.3354,1.382,0.643,80.16,1114.28,330.65,0.25219,0.24,80.507,91.14
2010-02-23,1.0565,1809.054,30530.69,0.826,0.3252,1.333,0.639,78.86,1103.33,321.6,0.25194,0.209,80.85,90.22
2010-02-24,1.0536,1826.985,30529.09,0.8592,0.3048,1.34,0.637,80,1097.63,323.6,0.25194,0.208,80.849,90.15
2010-02-25,1.0608,1823.639,30824.2,0.8197,0.2845,1.294,0.62,78.17,1106.2,319.25,0.25194,0.201,80.787,89.08
2010-02-26,1.0517,1826.271,30820.61,0.8118,0.2926,1.284,0.615,79.66,1117.59,326.85,0.25169,0.207,80.362,88.97
2010-03-01,1.0414,1844.871,31083.43,0.7959,0.2926,1.352,0.645,78.7,1118.85,333.3,0.25169,0.201,80.658,89.13
2010-03-02,1.0356,1849.168,31349.12,0.7879,0.2906,1.371,0.659,79.68,1134.65,339.55,0.25194,0.207,80.521,88.85
2010-03-03,1.0319,1850.242,31421.81,0.8036,0.2946,1.471,0.696,80.87,1139.95,341.9,0.25194,0.187,79.977,88.47
2010-03-04,1.0317,1857.204,31351.92,0.8511,0.3048,1.472,0.695,80.21,1132.1,336.05,0.25219,0.184,80.561,89.02
2010-03-05,1.0288,1883.28,31750.12,0.891,0.3303,1.518,0.735,81.5,1134.9,340.25,0.25363,0.189,80.432,90.28
2010-03-08,1.0272,1883.287,31725.35,0.891,0.3405,1.543,0.714,81.87,1123.63,339.65,0.25425,0.191,80.432,90.31
2010-03-09,1.0261,1886.603,31609.57,0.867,0.3333,1.521,0.707,81.49,1121.85,339.8,0.2555,0.196,80.592,89.97
2010-03-10,1.0246,1895.384,31724.81,0.899,0.3711,1.544,0.733,82.09,1108.5,335.5,0.25563,0.201,80.445,90.52
2010-03-11,1.024,1903.683,31793.77,0.9473,0.3894,1.529,0.73,82.11,1109.55,336.6,0.25703,0.2,80.323,90.51
2010-03-12,1.0193,1903.287,31884.32,0.9476,0.4017,1.587,0.75,81.24,1101.85,336.95,0.25719,0.206,79.833,90.56
2010-03-15,1.0193,1904.187,31872.26,0.9396,0.3996,1.568,0.724,79.8,1108.45,330.7,0.25763,0.21,80.251,90.53
2010-03-16,1.0141,1919.023,32086.47,0.9073,0.3792,1.547,0.743,81.7,1127.78,335.7,0.26088,0.219,79.753,90.31
2010-03-17,1.0104,1930.22,32117.1,0.9154,0.369,1.589,0.783,82.93,1120.43,341,0.26638,0.249,79.638,90.31
2010-03-18,1.0141,1929.627,31957.68,0.9561,0.3792,1.563,0.792,82.2,1127.4,338.75,0.271,0.242,80.225,90.39
2010-03-19,1.0173,1919.802,31715.73,0.989,0.4057,1.64,0.857,80.68,1107.05,336.45,0.2775,0.25,80.724,90.55
2010-03-22,1.0189,1929.636,31767.51,0.9647,0.3904,1.618,0.864,81.25,1102.2,337.25,0.28188,0.253,80.651,90.14
2010-03-23,1.0159,1943.701,31976.13,0.973,0.3813,1.626,0.866,81.91,1105.18,336.95,0.28353,0.253,80.896,90.4
2010-03-24,1.0268,1933.041,31760.88,1.0871,0.4047,1.692,0.887,80.61,1086.7,333.65,0.28491,0.259,81.838,92.3
2010-03-25,1.024,1929.746,31757.28,1.0792,0.3965,1.699,0.901,80.53,1090.5,337.1,0.28781,0.263,82.12,92.73
2010-03-26,1.0266,1931.18,31755.8,1.0396,0.3894,1.697,0.914,80,1107.25,339.3,0.28875,0.259,81.676,92.52
2010-03-29,1.0211,1942.507,31972.7,1.0396,0.3812,1.71,0.92,82.17,1109.78,352.95,0.29013,0.267,81.358,92.46
2010-03-30,1.0201,1942.814,32011.48,1.0554,0.3904,1.74,0.947,82.37,1103.55,356.35,0.29088,0.271,81.47,92.77
2010-03-31,1.0153,1936.477,31994.24,1.0158,0.3792,1.737,0.95,83.76,1113.25,355.35,0.2915,0.298,81.073,93.47
2010-04-01,1.0086,1950.907,32320.01,1.0558,0.3873,1.729,0.971,84.87,1126.78,358.4,0.2915,0.301,80.776,93.82
2010-04-02,1.0111,1950.907,32320.01,1.1038,0.4118,1.728,0.978,84.87,1123.8,#N/A,#N/A,0.306,81.173,94.61
2010-04-05,1.0022,1966.44,32413.89,1.168,0.4353,1.823,0.988,86.62,1131.85,363.15,#N/A,0.307,81.094,94.37
2010-04-06,1.0016,1969.755,32335.5,1.136,0.4322,1.855,1.013,86.84,1134.28,361.7,0.29488,0.308,81.387,93.79
2010-04-07,1.0063,1959.041,32214.57,1.048,0.4486,1.794,0.99,85.88,1149.4,359.75,0.29525,0.294,81.443,93.36
2010-04-08,1.0021,1965.721,32221.71,1.0641,0.4435,1.852,0.991,85.39,1150.61,358.65,0.294,0.297,81.534,93.38
2010-04-09,1.0027,1978.863,32390.13,1.0563,0.4374,1.842,0.995,84.92,1161.75,359,0.29781,0.323,81.093,93.18
2010-04-12,1.0025,1982.396,32315.16,1.0322,0.4272,1.858,0.996,84.34,1156.3,356.45,0.30041,0.295,80.562,93.24
2010-04-13,1.0011,1983.906,32192.93,1.0484,0.4251,1.898,1.029,84.05,1150.68,360.05,0.30281,0.29,80.507,93.2
2010-04-14,0.9986,2006.056,32467.1,1.0484,0.4272,1.942,1.134,85.84,1155.4,361.05,0.30375,0.31,80.19,93.23
2010-04-15,1.0021,2007.74,32486.07,1.008,0.4068,1.937,1.132,85.51,1159.26,360.05,0.30438,0.282,80.482,93.03
2010-04-16,1.0128,1975.364,32111.33,0.9513,0.3843,1.878,1.099,83.24,1137.41,351.45,0.30531,0.261,80.824,92.17
2010-04-19,1.0144,1984.318,32197.37,0.9756,0.3864,1.834,1.08,81.45,1135.75,349.7,0.30531,0.264,81,92.4
2010-04-20,0.9986,2000.328,32243.9,1.0081,0.3996,2.016,1.206,83.45,1140.76,351.35,0.30719,0.345,81.049,93.22
2010-04-21,0.9998,1998.313,32300.38,0.9918,0.3996,2.053,1.283,83.68,1146.78,353.5,0.31281,0.361,81.161,93.19
2010-04-22,1.0004,2002.932,32370.75,1.0244,0.4098,2.021,1.28,83.7,1141.58,348.65,0.31578,0.357,81.567,93.49
2010-04-23,0.9991,2017.193,32580.43,1.0656,0.4281,1.99,1.22,85.12,1157.73,351.3,0.32063,0.351,81.352,93.97
2010-04-26,1.001,2008.553,32690.44,1.0492,0.42,1.98,1.223,84.2,1153.53,352.8,0.32375,0.363,81.481,93.96
2010-04-27,1.0177,1961.598,32333.13,0.9506,0.3751,1.924,1.269,82.44,1167.95,336.35,0.32781,0.37,82.146,93.27
2010-04-28,1.0097,1974.629,32160.28,1.0237,0.3761,1.975,1.289,83.22,1165.78,336.85,0.33781,0.403,82.381,94.03
2010-04-29,1.0052,2000.345,32499.52,1,0.3761,1.966,1.285,85.17,1167.03,333.35,0.34438,0.476,82.003,94.03
2010-04-30,1.0179,1967.049,32527.15,0.9603,0.3751,1.908,1.266,86.15,1179.03,333.75,0.34656,0.47,81.866,93.85
2010-05-03,1.0108,1992.873,32489.37,0.992,0.3843,1.884,1.262,86.19,1182.23,327.85,#N/A,0.477,82.272,94.54
2010-05-04,1.0245,1945.372,32048.1,0.9363,0.3639,1.757,1.193,82.74,1171.01,316.45,0.35313,0.44,83.299,94.54
2010-05-05,1.0307,1933.251,31634.4,0.8567,0.3752,1.727,1.14,79.97,1175.08,313.8,0.36016,0.429,84.079,93.81
2010-05-06,1.0526,1870.949,31548.58,0.7849,0.3507,1.638,1.046,77.11,1208.7,310.35,0.37359,0.41,84.894,90.58
2010-05-07,1.0439,1842.32,31148.99,0.808,0.366,1.811,1.04,75.11,1208.4,313.1,0.42813,0.419,84.45,91.59
2010-05-10,1.0232,1923.39,31829.56,0.8637,0.3864,1.929,1.136,76.8,1203.14,321.5,0.42125,0.436,84.156,93.3
2010-05-11,1.0221,1917.249,31970.25,0.8315,0.3711,1.963,1.179,76.37,1232.7,319.4,0.42281,0.446,84.467,92.65
2010-05-12,1.0193,1944.253,32501.35,0.8633,0.3752,2.018,1.259,75.65,1239,317.6,0.43019,0.417,84.828,93.24
2010-05-13,1.02,1920.762,32289.88,0.823,0.365,1.951,1.263,74.4,1232.65,321.95,0.43588,0.407,85.207,92.75
2010-05-14,1.0356,1884.666,32024.96,0.782,0.3303,1.827,1.176,71.61,1232.98,312.3,0.44506,0.391,86.095,92.47
2010-05-17,1.0325,1887.113,31486.63,0.7978,0.3395,1.877,1.196,70.08,1222.3,292.3,0.46,0.398,86.205,92.59
2010-05-18,1.0393,1860.647,31366.5,0.7249,0.3181,1.789,1.136,69.41,1225.18,302.25,0.46469,0.431,87.162,92.23
2010-05-19,1.0438,1851.282,31106.33,0.773,0.3313,1.764,1.126,69.87,1193.73,295,0.4775,0.388,86.392,91.71
2010-05-20,1.0702,1779.301,30415.02,0.7079,0.3048,1.63,1.069,68.01,1182.45,293.55,0.48406,0.383,85.565,89.69
2010-05-21,1.0595,1806.049,30727.66,0.7636,0.3232,1.69,1.052,70.04,1177.08,305.15,0.49688,0.381,85.371,90
2010-05-24,1.0626,1782.766,30727.66,0.7226,0.3282,1.7,1.089,70.21,1191.73,313.65,0.50969,0.387,86.206,90.29
2010-05-25,1.0675,1783.398,30719.34,0.7548,0.3191,1.591,1.059,68.75,1204.35,303.35,0.53625,0.387,86.779,90.23
2010-05-26,1.071,1773.647,30789.28,0.8132,0.3313,1.628,1.029,71.51,1211.7,307.15,0.53781,0.433,87.121,89.92
2010-05-27,1.0482,1832.607,31353.29,0.8765,0.3364,1.791,1.12,74.55,1212.63,315.85,0.53844,0.486,86.185,91.04
2010-05-28,1.0546,1809.979,31149.22,0.7658,0.315,1.736,1.136,73.97,1214.73,310.45,0.53625,0.488,86.48,91.06
2010-05-31,1.0445,1809.979,31395.79,0.7658,0.315,1.823,1.181,73.97,1216.3,#N/A,#N/A,0.495,86.588,91.27
2010-06-01,1.0554,1778.99,30886.63,0.7658,0.313,1.715,1.142,72.58,1225.78,306.3,0.53625,0.496,86.643,90.95
2010-06-02,1.0383,1825.253,31451.12,0.8055,0.318,1.768,1.141,72.86,1223.55,304.05,0.5375,0.5,86.793,92.13
2010-06-03,1.0402,1832.725,31534.44,0.8135,0.366,1.765,1.147,74.61,1206.55,294.65,0.53781,0.536,87.136,92.71
2010-06-04,1.0629,1769.716,30887.65,0.7261,0.3191,1.63,1.109,71.51,1220.03,281.95,0.53656,0.523,88.233,91.9
2010-06-07,1.0617,1745.872,30720.11,0.7101,0.3232,1.637,1.103,71.44,1240.35,276.6,0.53719,0.525,88.405,91.37
2010-06-08,1.0475,1765.289,30758.52,0.742,0.3191,1.663,1.098,71.99,1236.58,277.95,0.53688,0.531,88.394,91.46
2010-06-09,1.0445,1754.908,30583.03,0.718,0.3079,1.723,1.198,74.38,1233.4,285,0.53656,0.578,87.897,91.3
2010-06-10,1.0297,1806.694,31077.7,0.782,0.3191,1.814,1.22,75.48,1216.53,286.25,0.53644,0.59,87.169,91.34
2010-06-11,1.0322,1815.26,31179.34,0.7259,0.2875,1.795,1.212,73.78,1226.58,290.4,0.53706,0.589,87.507,91.65
2010-06-14,1.0339,1812.022,31184.47,0.7258,0.2845,1.819,1.246,75.12,1221.15,299.2,0.53706,0.584,86.511,91.58
2010-06-15,1.0254,1854.611,31827.11,0.75,0.2824,1.829,1.26,76.94,1234.25,300.45,0.53894,0.585,85.981,91.46
2010-06-16,1.0243,1853.624,31863.24,0.7258,0.2682,1.792,1.249,77.67,1229.1,299.55,0.53894,0.583,86.083,91.44
2010-06-17,1.0282,1856.246,31930.09,0.7015,0.259,1.718,1.207,76.79,1245.16,290.55,0.53925,0.575,85.688,91.01
2010-06-18,1.0218,1858.703,31882.52,0.7094,0.2641,1.744,1.212,77.18,1256.8,288.4,0.53819,0.577,85.699,90.71
2010-06-21,1.0243,1851.547,31907.62,0.7093,0.2672,1.747,1.241,77.82,1233.65,294.2,0.53838,0.584,85.932,91.11
2010-06-22,1.0296,1822.048,31538.33,0.6768,0.2682,1.701,1.233,77.21,1239.9,299.2,0.53825,0.564,86.106,90.57
2010-06-23,1.0397,1816.647,31566.09,0.6723,0.2672,1.614,1.185,76.35,1237.33,293.55,0.53825,0.581,85.741,89.82
2010-06-24,1.043,1786.13,31208.31,0.6802,0.2682,1.575,1.152,76.51,1243.35,300.55,0.53719,0.575,85.733,89.61
2010-06-25,1.0355,1791.244,31309.52,0.6486,0.2702,1.552,1.167,78.86,1255.68,309.55,0.53469,0.562,85.313,89.23
2010-06-28,1.0358,1787.94,31066.17,0.625,0.2671,1.507,1.129,78.25,1238.94,307.15,0.53344,0.556,85.652,89.37
2010-06-29,1.056,1732.553,30148.01,0.5935,0.2651,1.392,1.053,75.94,1240.58,291.55,0.533,0.543,86.025,88.6
2010-06-30,1.0639,1715.229,30229.89,0.6014,0.3049,1.393,1.039,75.63,1242.38,293.6,0.53394,0.607,86.019,88.43
